name,company,year,Price,kms_driven,fuel_type
Ford EcoSport,Ford,EcoSport,2008,119295,CNG,Automatic,713145
Toyota Glanza,Toyota,Glanza,2020,39276,Diesel,Automatic,1026526
Volkswagen Vento,Volkswagen,Vento,2018,41492,Petrol,Automatic,1087842
Honda City,Honda,City,2012,156137,CNG,Automatic,168136
Mahindra XUV500,Mahindra,XUV500,2008,129771,Diesel,Manual,68851
Honda Jazz,Honda,Jazz,2022,63265,Diesel,Automatic,588644
Renault Duster,Renault,Duster,2005,46060,CNG,Automatic,660085
Kia Seltos,Kia,Seltos,2023,90339,Diesel,Automatic,1167891
Tata Altroz,Tata,Altroz,2023,42402,Petrol,Automatic,989799
Maruti WagonR,Maruti,WagonR,2018,158615,CNG,Automatic,807180
Tata Altroz,Tata,Altroz,2023,75760,Diesel,Manual,508057
Maruti Swift,Maruti,Swift,2022,61749,CNG,Manual,235426
Renault Kwid,Renault,Kwid,2012,194561,Petrol,Automatic,443559
Ford Endeavour,Ford,Endeavour,2012,96628,Diesel,Automatic,1156111
Hyundai Verna,Hyundai,Verna,2022,42019,CNG,Manual,1242157
Ford Endeavour,Ford,Endeavour,2021,162652,Petrol,Automatic,292360
Ford Endeavour,Ford,Endeavour,2015,106012,CNG,Manual,264295
Volkswagen Polo,Volkswagen,Polo,2005,167086,Petrol,Manual,1220297
Toyota Fortuner,Toyota,Fortuner,2009,161800,Diesel,Manual,926215
Maruti Baleno,Maruti,Baleno,2020,128636,Petrol,Automatic,821855
Hyundai Verna,Hyundai,Verna,2010,95751,CNG,Automatic,1125118
Ford Endeavour,Ford,Endeavour,2013,182223,CNG,Automatic,1115109
Volkswagen Polo,Volkswagen,Polo,2007,135418,Petrol,Automatic,951135
Maruti Dzire,Maruti,Dzire,2013,136495,CNG,Automatic,115013
Hyundai Verna,Hyundai,Verna,2007,30664,Diesel,Manual,227170
Toyota Fortuner,Toyota,Fortuner,2018,189316,CNG,Automatic,852017
Mahindra XUV500,Mahindra,XUV500,2007,131926,Petrol,Manual,427500
Kia Seltos,Kia,Seltos,2015,92994,CNG,Automatic,1083424
Honda Amaze,Honda,Amaze,2016,159866,CNG,Manual,314550
Maruti Baleno,Maruti,Baleno,2010,181178,Petrol,Automatic,50000
Ford EcoSport,Ford,EcoSport,2007,14335,CNG,Automatic,1102431
Renault Kwid,Renault,Kwid,2017,121120,CNG,Manual,843636
Toyota Innova,Toyota,Innova,2010,196572,CNG,Automatic,1214866
Toyota Innova,Toyota,Innova,2010,5773,Diesel,Manual,1291168
Tata Nexon,Tata,Nexon,2005,119862,CNG,Manual,943316
Mahindra Scorpio,Mahindra,Scorpio,2007,182298,CNG,Manual,1099253
Renault Duster,Renault,Duster,2011,123472,CNG,Automatic,973813
Renault Kwid,Renault,Kwid,2023,140512,CNG,Automatic,1300714
Kia Sonet,Kia,Sonet,2006,191983,Diesel,Manual,653260
Mahindra Scorpio,Mahindra,Scorpio,2012,180724,CNG,Manual,1150463
Tata Tiago,Tata,Tiago,2013,59929,Diesel,Manual,722575
Mahindra Scorpio,Mahindra,Scorpio,2009,91754,Petrol,Manual,856463
Hyundai i20,Hyundai,i20,2006,13227,Petrol,Automatic,353912
Mahindra Scorpio,Mahindra,Scorpio,2009,53262,Petrol,Manual,1149952
Tata Nexon,Tata,Nexon,2022,189573,Petrol,Manual,1246701
Honda City,Honda,City,2020,73274,Petrol,Automatic,511751
Hyundai Verna,Hyundai,Verna,2020,192765,Petrol,Manual,78409
Toyota Innova,Toyota,Innova,2017,13216,CNG,Automatic,329001
Kia Sonet,Kia,Sonet,2020,135803,Petrol,Automatic,779783
Toyota Fortuner,Toyota,Fortuner,2014,86023,Petrol,Automatic,422412
Kia Seltos,Kia,Seltos,2010,46596,Diesel,Automatic,1007042
Renault Kwid,Renault,Kwid,2015,92363,CNG,Automatic,983827
Renault Kwid,Renault,Kwid,2014,35640,CNG,Manual,329437
Mahindra XUV500,Mahindra,XUV500,2014,175806,CNG,Automatic,1050568
Mahindra XUV300,Mahindra,XUV300,2016,62785,CNG,Automatic,1091206
Tata Harrier,Tata,Harrier,2023,147258,CNG,Automatic,799940
Maruti Swift,Maruti,Swift,2011,41394,Petrol,Manual,448218
Renault Duster,Renault,Duster,2022,69805,Petrol,Automatic,983066
Hyundai Creta,Hyundai,Creta,2014,39486,Diesel,Automatic,812605
Toyota Glanza,Toyota,Glanza,2014,116840,CNG,Manual,685892
Kia Seltos,Kia,Seltos,2017,186423,Petrol,Manual,957086
Hyundai i20,Hyundai,i20,2015,176844,CNG,Manual,662436
Ford Endeavour,Ford,Endeavour,2020,16761,Diesel,Automatic,1445195
Ford Endeavour,Ford,Endeavour,2013,86384,Diesel,Automatic,123644
Volkswagen Vento,Volkswagen,Vento,2020,150391,CNG,Automatic,1247085
Honda Jazz,Honda,Jazz,2016,165647,CNG,Manual,774951
Hyundai Creta,Hyundai,Creta,2017,36088,Diesel,Automatic,1240695
Tata Tiago,Tata,Tiago,2011,12184,CNG,Manual,1216025
Volkswagen Polo,Volkswagen,Polo,2022,18338,Petrol,Automatic,357199
Tata Harrier,Tata,Harrier,2014,104990,Petrol,Manual,663112
Mahindra Scorpio,Mahindra,Scorpio,2006,26447,CNG,Automatic,1115450
Tata Harrier,Tata,Harrier,2005,42326,Diesel,Automatic,688815
Tata Tiago,Tata,Tiago,2017,104016,Diesel,Automatic,504197
Hyundai Creta,Hyundai,Creta,2012,147589,Diesel,Manual,624451
Mahindra Scorpio,Mahindra,Scorpio,2010,148229,CNG,Automatic,1059773
Renault Kwid,Renault,Kwid,2018,134075,Diesel,Automatic,1116459
Honda Amaze,Honda,Amaze,2014,54275,CNG,Automatic,960595
Volkswagen Vento,Volkswagen,Vento,2019,187324,Diesel,Automatic,1267764
Tata Harrier,Tata,Harrier,2007,172661,Diesel,Automatic,407840
Honda Jazz,Honda,Jazz,2023,52364,Diesel,Automatic,659935
Renault Kwid,Renault,Kwid,2009,130810,CNG,Manual,825455
Renault Duster,Renault,Duster,2016,109637,Diesel,Manual,412203
Hyundai Creta,Hyundai,Creta,2016,45996,Petrol,Manual,679233
Honda Amaze,Honda,Amaze,2022,61010,Petrol,Manual,430361
Kia Seltos,Kia,Seltos,2011,126542,Petrol,Automatic,930649
Hyundai Creta,Hyundai,Creta,2013,106499,Petrol,Automatic,408868
Hyundai i10,Hyundai,i10,2007,127119,Petrol,Manual,636802
Volkswagen Polo,Volkswagen,Polo,2021,175720,Diesel,Manual,680074
Volkswagen Vento,Volkswagen,Vento,2007,79660,CNG,Manual,919852
Mahindra Scorpio,Mahindra,Scorpio,2010,54922,Diesel,Manual,639368
Tata Tiago,Tata,Tiago,2021,20943,Diesel,Automatic,376378
Maruti Baleno,Maruti,Baleno,2006,68814,CNG,Manual,594377
Honda Amaze,Honda,Amaze,2013,121325,Diesel,Automatic,497157
Honda City,Honda,City,2009,124765,Diesel,Automatic,50516
Honda City,Honda,City,2007,140671,Diesel,Manual,787637
Volkswagen Vento,Volkswagen,Vento,2018,196695,Diesel,Automatic,597037
Honda City,Honda,City,2007,90188,Diesel,Manual,730156
Hyundai Verna,Hyundai,Verna,2016,173841,CNG,Automatic,1275332
Volkswagen Polo,Volkswagen,Polo,2006,132134,Diesel,Manual,377039
Renault Duster,Renault,Duster,2023,118999,Diesel,Manual,1132477
Mahindra XUV500,Mahindra,XUV500,2016,69199,CNG,Automatic,718453
Honda Jazz,Honda,Jazz,2019,102213,Diesel,Automatic,1373904
Tata Harrier,Tata,Harrier,2012,145162,Diesel,Manual,628769
Volkswagen Polo,Volkswagen,Polo,2020,14164,Petrol,Automatic,850529
Volkswagen Vento,Volkswagen,Vento,2008,116876,CNG,Manual,50000
Ford Endeavour,Ford,Endeavour,2010,184921,Petrol,Manual,489000
Toyota Fortuner,Toyota,Fortuner,2005,92442,Diesel,Manual,194894
Hyundai i20,Hyundai,i20,2006,30054,Diesel,Manual,762866
Tata Altroz,Tata,Altroz,2016,109344,Diesel,Manual,1055667
Tata Tiago,Tata,Tiago,2017,127511,Petrol,Automatic,877686
Volkswagen Polo,Volkswagen,Polo,2012,138468,CNG,Manual,1209855
Hyundai Creta,Hyundai,Creta,2012,161515,Diesel,Manual,961231
Renault Duster,Renault,Duster,2011,190721,Diesel,Automatic,674201
Hyundai Verna,Hyundai,Verna,2017,150958,Diesel,Automatic,112377
Renault Duster,Renault,Duster,2016,66226,Petrol,Automatic,406030
Ford Endeavour,Ford,Endeavour,2020,164691,Petrol,Automatic,499672
Kia Sonet,Kia,Sonet,2006,107588,Petrol,Manual,1160892
Tata Nexon,Tata,Nexon,2023,68065,CNG,Manual,1329894
Tata Nexon,Tata,Nexon,2016,173357,Petrol,Manual,943698
Tata Tiago,Tata,Tiago,2015,165642,CNG,Automatic,670996
Honda Jazz,Honda,Jazz,2015,41676,Petrol,Automatic,522939
Toyota Glanza,Toyota,Glanza,2017,176780,CNG,Manual,84603
Maruti Baleno,Maruti,Baleno,2011,35490,CNG,Manual,122797
Renault Kwid,Renault,Kwid,2012,95665,CNG,Automatic,784407
Ford Endeavour,Ford,Endeavour,2018,156199,CNG,Manual,485437
Toyota Glanza,Toyota,Glanza,2010,26867,Petrol,Automatic,268620
Toyota Glanza,Toyota,Glanza,2020,124563,Diesel,Automatic,326971
Hyundai Verna,Hyundai,Verna,2015,19453,Diesel,Automatic,161320
Honda City,Honda,City,2017,159391,Diesel,Automatic,468114
Toyota Innova,Toyota,Innova,2011,159975,Diesel,Manual,92600
Mahindra XUV300,Mahindra,XUV300,2019,69438,Diesel,Automatic,326199
Volkswagen Vento,Volkswagen,Vento,2010,74657,CNG,Automatic,1189188
Kia Seltos,Kia,Seltos,2010,125772,Diesel,Manual,1266302
Maruti Baleno,Maruti,Baleno,2016,88198,CNG,Manual,444795
Kia Seltos,Kia,Seltos,2007,176797,Diesel,Manual,801297
Mahindra XUV500,Mahindra,XUV500,2013,110482,Petrol,Manual,989262
Tata Harrier,Tata,Harrier,2014,188686,Diesel,Manual,205091
Renault Duster,Renault,Duster,2008,63544,Petrol,Manual,786982
Toyota Innova,Toyota,Innova,2013,173785,Petrol,Automatic,188283
Honda Amaze,Honda,Amaze,2012,151271,Diesel,Automatic,622369
Maruti WagonR,Maruti,WagonR,2009,195038,Petrol,Manual,194596
Tata Altroz,Tata,Altroz,2010,145265,Diesel,Automatic,50000
Honda Amaze,Honda,Amaze,2022,48605,Petrol,Manual,624350
Kia Seltos,Kia,Seltos,2011,125268,Petrol,Manual,532311
Ford Endeavour,Ford,Endeavour,2006,78464,Diesel,Manual,50000
Kia Seltos,Kia,Seltos,2007,159568,Petrol,Automatic,950146
Kia Sonet,Kia,Sonet,2009,116601,CNG,Automatic,50000
Hyundai Verna,Hyundai,Verna,2014,77141,CNG,Automatic,105225
Renault Kwid,Renault,Kwid,2008,149338,Diesel,Manual,50000
Mahindra Scorpio,Mahindra,Scorpio,2009,23958,Diesel,Manual,479864
Mahindra XUV500,Mahindra,XUV500,2012,137857,Petrol,Manual,444045
Ford Endeavour,Ford,Endeavour,2012,135657,CNG,Automatic,403698
Toyota Fortuner,Toyota,Fortuner,2005,151442,Petrol,Automatic,1035584
Honda City,Honda,City,2022,139511,Diesel,Manual,626118
Ford Endeavour,Ford,Endeavour,2009,76511,CNG,Manual,976586
Mahindra XUV300,Mahindra,XUV300,2018,51462,Petrol,Automatic,419600
Mahindra XUV500,Mahindra,XUV500,2005,152425,Petrol,Manual,528978
Volkswagen Vento,Volkswagen,Vento,2022,27315,Diesel,Manual,361579
Mahindra Scorpio,Mahindra,Scorpio,2013,98015,Diesel,Manual,703727
Volkswagen Vento,Volkswagen,Vento,2020,71260,CNG,Manual,1370540
Toyota Fortuner,Toyota,Fortuner,2009,193321,Petrol,Automatic,316155
Mahindra XUV300,Mahindra,XUV300,2019,138510,Diesel,Automatic,1127119
Mahindra Scorpio,Mahindra,Scorpio,2006,90282,CNG,Automatic,1235819
Mahindra XUV300,Mahindra,XUV300,2012,110893,Diesel,Automatic,725128
Honda Amaze,Honda,Amaze,2022,186617,Petrol,Automatic,861336
Renault Duster,Renault,Duster,2022,174070,CNG,Automatic,1176435
Volkswagen Vento,Volkswagen,Vento,2019,165050,Diesel,Manual,1107719
Maruti Baleno,Maruti,Baleno,2020,71187,Diesel,Manual,338898
Ford EcoSport,Ford,EcoSport,2012,133306,Petrol,Automatic,332992
Hyundai Verna,Hyundai,Verna,2013,98536,Petrol,Manual,1179964
Volkswagen Vento,Volkswagen,Vento,2005,110339,Diesel,Automatic,538538
Kia Sonet,Kia,Sonet,2020,26685,Diesel,Automatic,129493
Mahindra XUV500,Mahindra,XUV500,2015,175751,Diesel,Manual,330530
Maruti Dzire,Maruti,Dzire,2020,181476,Diesel,Manual,568964
Honda Jazz,Honda,Jazz,2020,187223,Diesel,Automatic,337819
Kia Sonet,Kia,Sonet,2019,60470,CNG,Automatic,528539
Ford Endeavour,Ford,Endeavour,2007,70532,Diesel,Automatic,144214
Toyota Glanza,Toyota,Glanza,2019,177465,CNG,Manual,119156
Maruti Dzire,Maruti,Dzire,2005,74872,CNG,Manual,191009
Mahindra XUV500,Mahindra,XUV500,2010,135405,Petrol,Automatic,339942
Maruti Alto,Maruti,Alto,2009,83380,CNG,Automatic,688659
Toyota Innova,Toyota,Innova,2023,73169,Diesel,Automatic,1294490
Kia Sonet,Kia,Sonet,2006,78280,Petrol,Automatic,361878
Renault Duster,Renault,Duster,2016,160273,Petrol,Manual,863715
Ford Endeavour,Ford,Endeavour,2005,149684,Petrol,Manual,1011976
Maruti Dzire,Maruti,Dzire,2008,193798,Petrol,Automatic,50000
Mahindra XUV500,Mahindra,XUV500,2014,180793,CNG,Manual,50000
Mahindra XUV500,Mahindra,XUV500,2008,77783,Petrol,Automatic,1113055
Toyota Innova,Toyota,Innova,2023,76248,CNG,Automatic,1006498
Ford EcoSport,Ford,EcoSport,2015,17126,CNG,Automatic,758397
Honda Amaze,Honda,Amaze,2020,18578,Diesel,Automatic,658922
Ford EcoSport,Ford,EcoSport,2009,6565,CNG,Automatic,249414
Volkswagen Polo,Volkswagen,Polo,2020,133754,Petrol,Manual,1353724
Volkswagen Polo,Volkswagen,Polo,2018,175407,Diesel,Automatic,68256
Ford EcoSport,Ford,EcoSport,2009,60420,Diesel,Manual,181607
Mahindra XUV300,Mahindra,XUV300,2007,93449,Petrol,Manual,684532
Ford Endeavour,Ford,Endeavour,2019,138023,Petrol,Automatic,231986
Toyota Fortuner,Toyota,Fortuner,2017,149159,CNG,Automatic,245923
Kia Seltos,Kia,Seltos,2022,66508,Diesel,Manual,504022
Hyundai i20,Hyundai,i20,2013,114022,Diesel,Automatic,66171
Renault Kwid,Renault,Kwid,2007,67598,Petrol,Automatic,86568
Mahindra Scorpio,Mahindra,Scorpio,2017,18570,CNG,Automatic,405219
Toyota Glanza,Toyota,Glanza,2005,75082,Petrol,Manual,703072
Renault Kwid,Renault,Kwid,2021,179439,Diesel,Manual,1180681
Renault Duster,Renault,Duster,2018,59658,Diesel,Automatic,233910
Tata Harrier,Tata,Harrier,2005,188434,Petrol,Automatic,50000
Tata Altroz,Tata,Altroz,2020,186321,CNG,Automatic,489142
Renault Kwid,Renault,Kwid,2017,142560,Petrol,Automatic,1193692
Mahindra XUV300,Mahindra,XUV300,2018,175531,CNG,Manual,1014213
Toyota Fortuner,Toyota,Fortuner,2007,120616,Petrol,Manual,920119
Mahindra XUV300,Mahindra,XUV300,2019,187876,Petrol,Manual,986747
Toyota Innova,Toyota,Innova,2023,145420,Diesel,Automatic,257398
Tata Altroz,Tata,Altroz,2006,6321,Diesel,Manual,639295
Honda Jazz,Honda,Jazz,2007,198112,Diesel,Manual,50000
Honda Amaze,Honda,Amaze,2008,72131,CNG,Manual,203837
Hyundai i20,Hyundai,i20,2015,20349,Petrol,Manual,1113097
Toyota Glanza,Toyota,Glanza,2016,96303,Diesel,Automatic,592985
Ford EcoSport,Ford,EcoSport,2020,156337,CNG,Manual,853808
Renault Duster,Renault,Duster,2022,64079,CNG,Manual,558936
Tata Nexon,Tata,Nexon,2023,14820,Diesel,Automatic,809139
Ford EcoSport,Ford,EcoSport,2015,32066,Petrol,Automatic,1253673
Honda Amaze,Honda,Amaze,2014,162605,CNG,Automatic,1032904
Mahindra XUV300,Mahindra,XUV300,2013,110565,CNG,Manual,665672
Mahindra Scorpio,Mahindra,Scorpio,2019,67841,CNG,Automatic,736764
Toyota Fortuner,Toyota,Fortuner,2006,182127,CNG,Automatic,50000
Ford Endeavour,Ford,Endeavour,2023,25168,CNG,Manual,713083
Tata Nexon,Tata,Nexon,2010,72104,Diesel,Automatic,429767
Honda City,Honda,City,2017,66122,Diesel,Automatic,269313
Volkswagen Polo,Volkswagen,Polo,2009,55514,Petrol,Manual,248426
Tata Altroz,Tata,Altroz,2008,60413,Petrol,Manual,383594
Honda Amaze,Honda,Amaze,2023,15728,CNG,Manual,893548
Hyundai i20,Hyundai,i20,2006,91714,Diesel,Automatic,50000
Mahindra Scorpio,Mahindra,Scorpio,2015,114930,Petrol,Manual,1137717
Maruti Alto,Maruti,Alto,2016,42780,CNG,Automatic,1218659
Toyota Fortuner,Toyota,Fortuner,2011,38315,Diesel,Manual,289370
Renault Kwid,Renault,Kwid,2005,173414,CNG,Manual,1032006
Kia Sonet,Kia,Sonet,2012,59734,Petrol,Automatic,71546
Volkswagen Polo,Volkswagen,Polo,2011,40416,CNG,Manual,764089
Volkswagen Vento,Volkswagen,Vento,2022,32668,CNG,Manual,558258
Kia Seltos,Kia,Seltos,2023,153667,Petrol,Manual,1200746
Kia Sonet,Kia,Sonet,2013,167159,Diesel,Manual,76933
Tata Altroz,Tata,Altroz,2010,170209,Diesel,Manual,798648
Mahindra XUV500,Mahindra,XUV500,2016,154823,Petrol,Automatic,477554
Mahindra Scorpio,Mahindra,Scorpio,2019,152452,Petrol,Manual,497693
Mahindra XUV300,Mahindra,XUV300,2009,148745,Petrol,Manual,107198
Maruti Baleno,Maruti,Baleno,2011,51858,CNG,Automatic,1277547
Renault Kwid,Renault,Kwid,2019,35771,Petrol,Automatic,1399467
Volkswagen Vento,Volkswagen,Vento,2020,188779,CNG,Manual,102022
Ford Endeavour,Ford,Endeavour,2006,113258,Diesel,Manual,225418
Ford EcoSport,Ford,EcoSport,2020,81983,Diesel,Automatic,783821
Hyundai Verna,Hyundai,Verna,2005,142109,CNG,Automatic,100739
Toyota Innova,Toyota,Innova,2019,74157,CNG,Manual,1303500
Honda Amaze,Honda,Amaze,2009,101088,Diesel,Automatic,267496
Honda Amaze,Honda,Amaze,2012,152757,Diesel,Automatic,652196
Toyota Innova,Toyota,Innova,2021,5332,Diesel,Automatic,550840
Toyota Fortuner,Toyota,Fortuner,2018,54924,CNG,Automatic,979398
Mahindra Scorpio,Mahindra,Scorpio,2019,69470,Petrol,Automatic,533372
Maruti WagonR,Maruti,WagonR,2015,195740,Diesel,Automatic,979187
Renault Duster,Renault,Duster,2007,133757,Diesel,Automatic,496227
Tata Tiago,Tata,Tiago,2019,123165,CNG,Manual,328276
Volkswagen Polo,Volkswagen,Polo,2013,153708,Petrol,Manual,320047
Mahindra XUV500,Mahindra,XUV500,2023,8027,Diesel,Automatic,1046687
Mahindra Scorpio,Mahindra,Scorpio,2021,27450,Petrol,Manual,1263583
Toyota Glanza,Toyota,Glanza,2005,175026,CNG,Automatic,731871
Kia Seltos,Kia,Seltos,2012,103613,CNG,Manual,401970
Honda Jazz,Honda,Jazz,2012,60282,Diesel,Automatic,1031440
Mahindra XUV300,Mahindra,XUV300,2011,75731,CNG,Automatic,56130
Volkswagen Vento,Volkswagen,Vento,2010,164180,Diesel,Automatic,881226
Mahindra Scorpio,Mahindra,Scorpio,2016,174860,CNG,Automatic,102417
Honda Jazz,Honda,Jazz,2019,130389,CNG,Manual,160765
Toyota Fortuner,Toyota,Fortuner,2019,199301,CNG,Manual,509142
Maruti Swift,Maruti,Swift,2012,183362,Diesel,Automatic,1041046
Hyundai i20,Hyundai,i20,2018,83597,CNG,Manual,1321182
Maruti Alto,Maruti,Alto,2018,111256,Diesel,Manual,397923
Honda Jazz,Honda,Jazz,2009,184013,CNG,Manual,642047
Ford EcoSport,Ford,EcoSport,2005,96625,Diesel,Manual,608593
Toyota Fortuner,Toyota,Fortuner,2022,171659,CNG,Automatic,1244043
Renault Kwid,Renault,Kwid,2014,71015,Petrol,Automatic,795854
Kia Seltos,Kia,Seltos,2018,193195,CNG,Automatic,1122726
Hyundai Verna,Hyundai,Verna,2018,45601,CNG,Manual,813351
Mahindra XUV300,Mahindra,XUV300,2017,144419,CNG,Automatic,815239
Tata Nexon,Tata,Nexon,2011,11199,Petrol,Manual,1214091
Volkswagen Vento,Volkswagen,Vento,2011,5929,CNG,Automatic,544202
Maruti WagonR,Maruti,WagonR,2012,181879,Petrol,Manual,397581
Kia Sonet,Kia,Sonet,2013,96907,Petrol,Automatic,219588
Hyundai i20,Hyundai,i20,2010,166264,CNG,Automatic,963050
Tata Nexon,Tata,Nexon,2008,148974,CNG,Manual,685901
Renault Kwid,Renault,Kwid,2005,184405,CNG,Manual,654906
Tata Tiago,Tata,Tiago,2017,27351,Diesel,Manual,423663
Volkswagen Polo,Volkswagen,Polo,2006,193175,CNG,Manual,1150480
Mahindra Scorpio,Mahindra,Scorpio,2019,93149,Petrol,Automatic,303167
Ford Endeavour,Ford,Endeavour,2014,198653,Diesel,Manual,561653
Renault Duster,Renault,Duster,2010,26029,Petrol,Manual,240626
Toyota Fortuner,Toyota,Fortuner,2005,54006,Petrol,Automatic,924416
Maruti Swift,Maruti,Swift,2017,89375,CNG,Automatic,1054461
Mahindra XUV500,Mahindra,XUV500,2008,22949,Diesel,Automatic,567502
Ford Endeavour,Ford,Endeavour,2014,136678,Petrol,Automatic,50000
Renault Duster,Renault,Duster,2005,124769,CNG,Automatic,509500
Maruti Alto,Maruti,Alto,2011,64832,Diesel,Automatic,551046
Ford EcoSport,Ford,EcoSport,2014,150872,Petrol,Manual,944622
Mahindra XUV300,Mahindra,XUV300,2018,69284,CNG,Automatic,588302
Tata Altroz,Tata,Altroz,2022,189527,Diesel,Manual,1194825
Hyundai i10,Hyundai,i10,2018,172088,Petrol,Automatic,441443
Mahindra XUV300,Mahindra,XUV300,2007,91274,CNG,Manual,696377
Mahindra Scorpio,Mahindra,Scorpio,2010,51445,Petrol,Automatic,685913
Maruti Dzire,Maruti,Dzire,2010,74174,CNG,Automatic,432869
Kia Seltos,Kia,Seltos,2012,115118,CNG,Manual,721374
Renault Duster,Renault,Duster,2013,195049,Diesel,Automatic,1299407
Hyundai Verna,Hyundai,Verna,2010,157230,Diesel,Manual,50000
Maruti Swift,Maruti,Swift,2006,104531,CNG,Manual,1017776
Ford Endeavour,Ford,Endeavour,2016,172193,Petrol,Automatic,1140131
Mahindra Scorpio,Mahindra,Scorpio,2014,15150,CNG,Manual,969140
Tata Altroz,Tata,Altroz,2008,10165,Diesel,Manual,147420
Kia Sonet,Kia,Sonet,2020,143975,CNG,Automatic,378081
Tata Tiago,Tata,Tiago,2009,185671,CNG,Automatic,632809
Maruti Alto,Maruti,Alto,2013,19845,Diesel,Manual,117359
Mahindra XUV500,Mahindra,XUV500,2013,6877,Diesel,Manual,715172
Hyundai Verna,Hyundai,Verna,2007,171221,Diesel,Manual,574016
Ford EcoSport,Ford,EcoSport,2008,129250,Petrol,Manual,393834
Ford EcoSport,Ford,EcoSport,2016,45092,Petrol,Manual,613817
Mahindra XUV300,Mahindra,XUV300,2018,25791,Petrol,Manual,1423920
Volkswagen Vento,Volkswagen,Vento,2008,59239,Diesel,Manual,480565
Mahindra Scorpio,Mahindra,Scorpio,2005,89199,Petrol,Manual,649842
Kia Seltos,Kia,Seltos,2021,60811,Diesel,Manual,1206884
Honda Amaze,Honda,Amaze,2020,93887,Diesel,Automatic,796800
Toyota Glanza,Toyota,Glanza,2022,178811,Diesel,Manual,1085227
Volkswagen Vento,Volkswagen,Vento,2011,168174,Petrol,Automatic,1118261
Toyota Innova,Toyota,Innova,2006,29437,Petrol,Automatic,458395
Renault Duster,Renault,Duster,2023,85323,Diesel,Manual,176019
Kia Seltos,Kia,Seltos,2021,70644,Diesel,Manual,1286555
Kia Sonet,Kia,Sonet,2018,72384,Diesel,Manual,132410
Volkswagen Vento,Volkswagen,Vento,2018,18932,CNG,Automatic,429411
Volkswagen Polo,Volkswagen,Polo,2010,66635,Petrol,Automatic,453972
Kia Seltos,Kia,Seltos,2009,128928,CNG,Automatic,1014090
Ford EcoSport,Ford,EcoSport,2010,174519,Diesel,Manual,306112
Honda City,Honda,City,2011,78448,Petrol,Manual,50000
Mahindra Scorpio,Mahindra,Scorpio,2022,81439,Petrol,Automatic,1388684
Volkswagen Vento,Volkswagen,Vento,2017,114708,Petrol,Automatic,172409
Honda Jazz,Honda,Jazz,2021,43202,Petrol,Manual,573307
Tata Nexon,Tata,Nexon,2006,32308,Petrol,Manual,326269
Kia Sonet,Kia,Sonet,2016,17038,Petrol,Automatic,256070
Ford EcoSport,Ford,EcoSport,2023,186854,CNG,Manual,1078304
Tata Tiago,Tata,Tiago,2018,167124,Petrol,Automatic,1103628
Volkswagen Polo,Volkswagen,Polo,2011,145078,Diesel,Automatic,177850
Volkswagen Vento,Volkswagen,Vento,2011,61830,Petrol,Automatic,244716
Kia Seltos,Kia,Seltos,2010,171588,CNG,Automatic,707104
Honda City,Honda,City,2005,177338,Petrol,Manual,484788
Honda City,Honda,City,2018,38521,Diesel,Manual,572085
Toyota Innova,Toyota,Innova,2018,86212,Petrol,Manual,1252356
Maruti Dzire,Maruti,Dzire,2007,179357,CNG,Automatic,640042
Volkswagen Vento,Volkswagen,Vento,2005,70323,Diesel,Automatic,58323
Volkswagen Polo,Volkswagen,Polo,2011,178163,Diesel,Manual,1048836
Volkswagen Vento,Volkswagen,Vento,2018,117271,Petrol,Automatic,290665
Tata Altroz,Tata,Altroz,2020,26930,Petrol,Automatic,206302
Toyota Fortuner,Toyota,Fortuner,2010,16933,CNG,Manual,627534
Volkswagen Polo,Volkswagen,Polo,2009,51935,Petrol,Automatic,998777
Renault Duster,Renault,Duster,2008,66568,CNG,Automatic,1315401
Mahindra Scorpio,Mahindra,Scorpio,2016,193992,CNG,Automatic,1051885
Toyota Innova,Toyota,Innova,2019,184039,Petrol,Manual,238196
Tata Tiago,Tata,Tiago,2007,87064,Diesel,Automatic,797557
Maruti WagonR,Maruti,WagonR,2016,135078,CNG,Automatic,965559
Hyundai Verna,Hyundai,Verna,2007,138045,Petrol,Manual,633455
Tata Altroz,Tata,Altroz,2011,189650,Diesel,Automatic,292423
Honda Amaze,Honda,Amaze,2015,155369,CNG,Automatic,1144481
Hyundai i10,Hyundai,i10,2015,141520,Petrol,Manual,478281
Hyundai i10,Hyundai,i10,2008,166902,Petrol,Manual,95504
Volkswagen Vento,Volkswagen,Vento,2007,151873,Diesel,Automatic,887354
Hyundai i20,Hyundai,i20,2007,104052,CNG,Automatic,648357
Tata Harrier,Tata,Harrier,2017,181004,CNG,Manual,280782
Kia Sonet,Kia,Sonet,2015,105990,Petrol,Manual,1017811
